x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,y
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,2,1,0,0,1,0,1,0,0,1,0,0,45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,9458,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,45,0,0,13,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,10000,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45,0,0,1,1,0,1,9458,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,542,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,3,0,542,1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,542,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,542,1,0,0,0,2,802,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,1,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,7,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,9,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,15,0,459,1,0,13,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,459,0,1,0,0,0,512,2,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,2,6,0,0,1,0,0,0,0,0,2842,0,1,0,0,0,1,0,1,6,0,2,1,0,0,0,1,0,1,0,1,0,0,3377,0,1,0,1,0,2842,0,0,1,0,0,1,0,0,0,1,0,1,1,46401,0,0,0,0,0,0,1,0,1,0,0,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,125,0,0,6,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,389355,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,8,0,0,1,0,0,0,0,49200,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,22570,0,0,1,0,3,0,1,0,0,11,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,125,0,0,1,4,0,1,46401,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,414724,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,5,4,4,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,8,3,0,1,1,0,0,1,0,1,410,0,0,0,10,0,0,1,4,0,414724,1,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,22570,0,414724,0,0,0,1,0,0,0,22570,0,0,0,410,0,0,1,0,5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,411925,1,0,2799,1,0,0,0,6,738,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,0,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1416,0,1,0,0,0,1,0,1,8,0,2,1,0,0,0,1,0,1,0,1,0,0,1630,0,1,0,1,0,1416,0,0,1,0,0,1,0,7,0,1,0,1,0,4962,0,0,0,0,0,0,1,0,1,0,0,1,0,7,1,0,0,0,0,0,4,0,7,0,0,77926,11,1,0,0,1,1,0,0,0,0,0,1,25,0,0,31,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,273181,0,1,0,7,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5900,0,1,0,1,2,1,0,7,0,1,0,7,0,0,7,0,1,1,0,7,0,0,1,0,1,7,0,0,0,0,1,86478,0,0,1,0,3,0,1,0,0,5,0,0,28,1,0,0,0,0,0,1,0,7,0,0,1,7,0,0,1,0,25,0,0,1,0,0,1,4962,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,360597,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,2,0,0,0,7,0,0,1,0,0,7,3,0,0,0,0,0,1,35,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,0,1,1,0,0,1,0,1,189,0,7,0,4,0,0,1,1,0,360597,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,8552,0,360597,0,0,0,1,0,0,0,86478,0,0,0,189,7,0,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,359659,0,1,938,1,0,0,0,1,739,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,3,0,0,0,0,0,4,0,1,0,0,0,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,6,0,0,0,1,0,0,1,0,1,0,1,0,0,1060,0,1,0,1,0,0,0,0,1,0,0,1,0,5,0,1,1,0,0,22663,0,0,4,0,0,0,1,1,0,0,0,3,0,1,2,0,1,0,0,1,15,0,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0,1,549,4,0,18,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,3,5,0,1,5,0,0,4,45250,1,0,0,1,1,1,0,1,0,1,0,1,0,0,5,0,2,1,0,5,0,0,1,0,1,5,0,0,0,0,1,3569,5,0,1,0,3,0,1,0,0,17,0,2,4,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,549,0,0,1,1,0,1,21663,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,9003,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,5,1,1,0,1,0,0,1,0,0,0,0,4,0,1,23,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,511,0,5,0,5,5,0,1,1,0,26156,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3569,0,26156,0,1,0,1,0,0,0,3569,0,0,0,511,1,0,1,17153,4,0,0,1,0,1,0,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,3569,1,0,22587,1,0,0,0,2,720,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,4,0,0,0,0,0,3,0,1,0,0,1,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,6,0,1,1,0,0,0,1,0,1,0,1,0,0,1050,0,1,0,1,0,0,0,0,1,0,0,1,0,5,0,1,1,0,1,34358,0,0,4,0,0,0,1,1,0,0,0,4,0,1,3,0,1,0,0,1,15,0,1,0,0,0,5,0,0,0,1,1,0,1,0,0,0,1,539,4,0,18,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,4,5,0,1,5,0,0,4,57050,1,0,0,1,1,1,0,1,0,1,0,1,0,0,5,0,2,1,0,5,0,0,1,0,1,5,0,0,1,0,1,3569,4,0,1,0,3,0,1,0,0,18,0,3,4,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,539,0,0,1,0,0,1,33358,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,9072,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0,3,0,1,24,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,511,0,5,0,6,5,0,1,1,0,26261,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3569,0,26261,0,1,0,1,0,0,0,3569,0,0,0,511,1,0,1,17189,4,0,0,1,0,1,0,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,3569,1,0,22692,1,0,0,0,3,709,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,1,0,1,0,1,0,1,0,0,1,0,0,94,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,20726,0,0,2,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,94,0,0,12,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,23100,1,0,0,1,1,1,0,0,0,1,0,1,0,0,5,0,2,1,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,9,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,94,0,0,1,1,0,1,20726,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,2374,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,14,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,5,0,2,0,0,1,1,0,2374,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2374,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,2,0,2,1,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,2374,0,1,0,0,2,770,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,50,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,-164,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,50,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,701,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,50,0,0,1,0,0,1,-164,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,865,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,4,0,865,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,865,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2895,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,865,0,1,0,0,0,555,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,104,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2488,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,104,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,8250,1,0,0,1,2,1,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,104,0,0,1,0,0,1,2488,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5762,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,5762,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5762,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,5762,1,0,0,0,0,721,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,2128,0,1,0,0,1,0,0,1,9,0,1,1,0,0,0,1,1,0,0,1,0,0,2399,0,1,1,0,0,2128,0,0,1,0,0,1,0,0,0,1,0,1,0,44597,0,0,0,0,0,0,1,0,1,0,0,4,0,0,3,0,0,0,0,0,12,0,0,0,0,17152,3,2,0,0,1,0,0,0,0,0,0,1,79,0,0,13,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,148283,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,45730,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,17152,0,0,1,0,4,1,0,0,0,14,0,1,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,79,0,0,1,3,0,1,24597,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,166568,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,192,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,0,0,7,0,0,1,1,0,166568,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,166568,0,0,0,1,0,0,0,17152,0,0,0,192,0,1,0,0,6,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,165435,0,1,1133,1,0,0,0,1,822,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,2,1,0,0,1,0,1,0,0,1,0,0,45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,9458,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,45,0,0,13,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,10000,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45,0,0,1,1,0,1,9458,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,542,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,3,0,542,1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,542,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,542,1,0,0,0,2,802,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,1,0,0,0,0,0,4,0,1,3,0,0,1,0,0,1,0,0,0,0,0,3636,0,1,0,0,1,0,0,1,8,0,1,1,0,0,1,0,1,0,0,1,0,0,3636,1,0,1,0,0,3636,0,0,1,0,0,1,0,6,0,1,0,1,0,3000,0,0,8,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,1,0,1,0,0,2,1,0,0,0,1,0,6,0,7,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,413372,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,1,6,1,0,0,0,0,6,3000,0,1,0,1,1,1,0,0,0,1,0,0,2,0,8,0,1,1,0,8,0,0,1,0,1,8,0,0,0,0,1,0,4,0,1,0,2,1,0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,3000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,413372,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,10,1,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,1,0,0,0,2,0,0,0,0,0,2,3,0,0,1,1,0,1,0,0,1,0,0,8,0,3,6,0,1,4,0,414446,1,0,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,414446,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1074,2,0,1,0,1,0,0,0,8,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,2,0,1,413372,1,0,1074,1,0,0,0,0,762,2,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,1,3,0,0,11,0,0,1,0,0,0,0,0,765,0,1,0,0,1,0,0,1,7,0,4,1,0,0,1,0,1,0,0,1,0,0,920,1,0,1,0,0,765,0,0,1,0,0,1,0,0,0,1,0,1,0,126592,0,0,0,0,0,0,1,0,1,0,0,11,0,0,11,0,0,0,0,0,56,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,155,0,0,67,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,127700,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,75,0,5,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,155,0,0,1,7,0,1,119092,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1238,0,4,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,1,0,0,1,0,0,0,0,14,0,1,0,0,0,1238,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1238,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1238,1,0,0,0,10,837,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,3,0,0,0,0,0,3,0,1,4,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,7,0,1,1,0,0,0,1,0,1,0,1,0,0,740,0,1,0,1,0,0,0,0,1,0,0,1,0,3,0,1,0,1,0,34143,0,0,3,0,0,0,1,1,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,308,0,0,14,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,3,45000,1,0,0,1,2,1,0,0,0,1,0,0,2,0,3,0,2,1,0,3,0,0,1,0,1,3,0,0,0,0,1,27141,0,0,1,0,3,0,1,0,0,9,0,2,4,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,308,0,0,1,2,0,1,34143,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,37998,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,1,0,1,432,0,3,0,4,0,0,1,3,0,37998,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,27141,0,37998,0,0,0,1,0,0,0,27141,0,0,0,432,0,0,1,0,3,0,0,1,0,1,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,27141,1,0,10857,1,0,0,0,3,717,0,1
